"iso3c","SPI.INDEX","SCI","SCI_rank","ODIN_score","ODIN_rank","odb","gdb","iiag_overall","iiag_stats","country","region","income","SI.POV.DDAY","SI.POV.GINI","GE.EST","NY.GDP.PCAP.KD","HD.HCI.OVRL","SN.ITK.DEFC.ZS","SH.STA.MMRT","SE.LPV.PRIM","SG.LAW.INDX","SH.H2O.SMDW.ZS","EG.ELC.ACCS.ZS","NV.IND.MANF.ZS","EN.POP.SLUM.UR.ZS","subsidies","EN.GHG.ALL.MT.CE.AR5","ER.MRN.PTMR.ZS","ER.LND.PTLD.ZS","DT.TDS.DECT.EX.ZS","sdg_index_score","hdi_value","env_perform_index","eci_value","press_free_score","better_life_index","undernourish","severe_food_insecurity","legatum_health_index","ghsindex"
"LIE",NA,NA,NA,56.349999999999994,71.25,NA,NA,NA,NA,"Liechtenstein","Europe & Central Asia","High income",NA,NA,1.55780029296875,167187.15730982,NA,NA,NA,NA,NA,100,100,35.2436099402506,NA,NA,NA,NA,42.6322746,NA,NA,0.934,NA,NA,84.25,NA,NA,NA,NA,46.4
"MAC",NA,NA,NA,46.3,104.25,NA,NA,NA,NA,"Macao SAR, China","East Asia & Pacific","High income",NA,NA,1.0975919365882851,46862.1539310276,0.795671582221985,10.7,NA,7.18974161148071,NA,100,100,0.8491627324756075,NA,0,2.4141,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"MAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,"St. Martin (French part)","Latin America & Caribbean ","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6287648090298,100,NA,NA,NA,NA,96.4250793,12.7715502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCO",NA,NA,NA,24.6,180,NA,NA,NA,NA,"Monaco","Europe & Central Asia","High income",NA,NA,2.0349839925766,219259.72801787598,NA,NA,NA,NA,NA,100,100,NA,NA,NA,NA,99.7131271,10.1800375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3
"MNP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Mariana Islands","East Asia & Pacific","High income",NA,NA,NA,19461.8611129744,NA,NA,NA,NA,NA,90.6391752577319,100,NA,NA,NA,0.0037,33.156044,7.6590958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCL",NA,NA,NA,NA,NA,NA,31,NA,NA,"New Caledonia","East Asia & Pacific","High income",NA,NA,NA,30858.7237060533,NA,5.6,NA,NA,NA,96.8652854148107,100,5.60354479440873,NA,NA,5.6879,96.2602463,59.6582108,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA
"PRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","Latin America & Caribbean ","High income",NA,NA,-0.4357425421476365,29971.36483485635,NA,NA,34,NA,83.75,99.8731075904989,100,45.86887821520625,NA,0,15.2646,1.8171504,7.3754902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Korea, Dem. People's Rep.","East Asia & Pacific","Low income",NA,NA,-1.473939061164855,NA,NA,45.3,107,NA,NA,66.531399868941,54.7,NA,NA,NA,81.0053,0.0220855,2.4353416,NA,NA,NA,NA,NA,17.82,NA,45.5,NA,NA,16.1
"PYF",NA,NA,NA,NA,NA,NA,NA,NA,NA,"French Polynesia","East Asia & Pacific","High income",NA,NA,NA,21042.0714472319,NA,5.4,NA,NA,NA,81.8132594702229,100,4.81237186637337,NA,NA,1.1221,0.0421815,2.0263176,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA
"SMR",NA,NA,NA,30.15,165.5,NA,NA,NA,NA,"San Marino","Europe & Central Asia","High income",NA,NA,1.48640990257263,51277.3460993917,NA,NA,NA,NA,85,100,100,33.6330247100809,NA,NA,NA,NA,NA,NA,NA,0.849,NA,NA,NA,NA,NA,NA,NA,32.9
"SXM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sint Maarten (Dutch part)","Latin America & Caribbean ","High income",NA,NA,NA,32691.5608426045,NA,NA,NA,NA,NA,NA,100,1.17053397088981,NA,NA,NA,8.69942,0.7269735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turks and Caicos Islands","Latin America & Caribbean ","High income",NA,NA,NA,20302.985670556598,NA,NA,NA,NA,NA,47.0850771759839,99.9,0.630247217304049,NA,NA,0.1007,0.0971332,44.367424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VGB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"British Virgin Islands","Latin America & Caribbean ","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,0.0754,0.0041157,9.1088142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virgin Islands (U.S.)","Latin America & Caribbean ","High income",NA,NA,0.6608984470367435,36983.431060272,NA,NA,NA,NA,NA,97.9359935454068,100,NA,NA,NA,0.0374,0.8521637,14.3675518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XKX",NA,40.55555,131,50.5,88,19,40,NA,NA,"Kosovo","Europe & Central Asia","Upper middle income",0.4,29,-0.1374881565570831,4777.513302776026,NA,NA,NA,37.9216194152832,91.875,NA,NA,12.8502601945561,NA,NA,NA,NA,NA,6.58218701325514,NA,NA,NA,NA,68.38,NA,NA,NA,NA,NA
